N,P,K,ph,temperature,humidity,rainfall,soil,label
99.64,30.67,38.23,6.15,23.77,71.31,139.7,sandy loam,brinjal
81.2,20.65,51.33,6.74,20.06,68.63,124.25,sandy loam,brinjal
98.28,21.19,55.99,6.25,24.11,67.95,145.0,sandy loam,brinjal
106.71,30.91,62.21,6.12,23.88,63.85,141.98,sandy loam,brinjal
99.14,25.89,53.32,6.35,24.88,61.72,133.89,new alluvial,brinjal
106.01,35.53,69.49,6.5,21.97,60.84,185.52,new alluvial,brinjal
97.16,25.47,54.74,6.3,20.81,60.58,163.38,sandy loam,brinjal
97.39,28.95,58.69,6.48,24.43,53.77,157.49,new alluvial,brinjal
96.84,22.46,72.27,6.26,24.08,71.63,147.87,new alluvial,brinjal
91.18,26.03,62.02,6.61,24.24,75.8,166.59,new alluvial,brinjal
110.67,37.96,47.41,6.67,21.69,70.01,137.46,new alluvial,brinjal
94.5,34.07,53.26,6.38,22.74,63.68,174.68,new alluvial,brinjal
106.23,38.84,59.62,6.2,23.58,59.41,168.98,new alluvial,brinjal
103.83,28.94,63.83,6.43,23.48,61.75,153.75,sandy loam,brinjal
113.14,37.9,51.25,6.61,25.35,67.62,176.41,new alluvial,brinjal
92.76,42.19,57.38,6.83,23.95,58.68,170.38,sandy loam,brinjal
93.28,30.44,48.55,6.23,20.11,70.72,132.98,new alluvial,brinjal
73.01,30.61,60.04,6.23,23.97,71.14,145.76,sandy loam,brinjal
90.5,27.58,52.58,5.76,23.64,72.64,169.9,sandy loam,brinjal
112.72,34.27,44.62,6.7,23.99,74.6,126.76,sandy loam,brinjal
107.69,33.79,58.26,6.31,23.96,64.8,146.37,new alluvial,brinjal
99.37,30.32,78.18,6.12,25.86,70.59,153.77,sandy loam,brinjal
103.84,33.69,57.56,6.23,22.56,66.72,151.69,new alluvial,brinjal
91.24,32.75,36.47,6.85,21.87,66.46,166.92,sandy loam,brinjal
105.94,35.32,58.12,6.48,22.61,64.83,137.99,sandy loam,brinjal
90.44,28.23,57.3,6.07,25.71,66.21,154.22,new alluvial,brinjal
94.94,33.02,65.91,6.44,24.19,69.81,154.74,new alluvial,brinjal
107.61,27.13,45.68,6.67,20.89,59.2,145.82,new alluvial,brinjal
101.89,24.19,56.25,6.65,25.62,71.91,126.58,new alluvial,brinjal
91.02,19.9,53.85,6.05,22.41,76.66,146.34,new alluvial,brinjal
99.77,21.87,42.97,7.03,22.27,66.53,156.08,new alluvial,brinjal
100.06,35.86,68.16,5.98,24.97,63.59,164.26,new alluvial,brinjal
107.04,29.96,66.35,6.45,22.19,62.7,181.29,new alluvial,brinjal
97.83,35.27,46.55,6.71,24.74,63.28,175.29,sandy loam,brinjal
100.85,30.6,60.63,5.93,23.78,66.8,146.29,new alluvial,brinjal
99.14,33.23,53.53,6.4,20.33,74.39,176.87,new alluvial,brinjal
92.82,25.91,63.89,6.27,24.01,67.16,181.18,sandy loam,brinjal
95.77,32.47,48.16,6.48,23.91,69.73,130.26,sandy loam,brinjal
93.03,36.58,56.42,6.31,22.11,52.42,151.27,new alluvial,brinjal
102.04,23.7,44.6,6.18,22.25,64.31,122.7,new alluvial,brinjal
101.63,29.36,73.68,6.66,27.62,67.8,127.76,sandy loam,brinjal
99.36,27.91,64.91,6.25,22.4,56.51,163.05,sandy loam,brinjal
71.4,32.52,42.31,7.08,26.43,59.99,160.07,new alluvial,brinjal
113.88,32.22,68.62,5.8,24.23,72.73,154.24,new alluvial,brinjal
83.12,40.81,44.29,6.65,24.1,69.46,160.55,new alluvial,brinjal
105.76,27.86,47.23,6.6,23.41,62.85,153.54,sandy loam,brinjal
115.89,32.96,74.14,6.08,21.92,73.59,145.56,new alluvial,brinjal
117.99,30.36,53.28,6.65,22.79,60.27,147.56,new alluvial,brinjal
81.54,28.55,44.07,6.33,21.91,67.91,156.94,sandy loam,brinjal
97.79,27.93,74.01,6.74,20.95,65.46,186.66,new alluvial,brinjal
114.63,34.07,69.33,6.12,23.2,71.2,195.36,sandy loam,brinjal
102.11,37.45,50.69,6.45,24.48,67.88,170.45,new alluvial,brinjal
78.69,25.1,57.33,6.63,25.5,62.43,197.48,sandy loam,brinjal
110.61,32.87,51.51,6.38,22.91,69.6,121.92,new alluvial,brinjal
111.01,36.39,62.12,6.27,20.71,75.31,182.77,sandy loam,brinjal
110.7,35.44,28.18,6.9,21.15,52.56,192.47,alluvial,brinjal
107.1,36.37,57.93,6.36,22.93,67.01,133.09,new alluvial,brinjal
97.87,24.73,50.75,6.58,24.06,64.97,147.5,new alluvial,brinjal
100.5,34.2,45.77,6.3,20.84,75.68,158.86,new alluvial,brinjal
104.57,39.4,56.36,5.74,20.85,66.95,144.53,new alluvial,brinjal
97.88,30.56,55.96,6.36,22.81,63.97,134.4,new alluvial,brinjal
112.51,37.2,47.73,6.41,24.22,73.2,165.08,new alluvial,brinjal
99.76,33.88,54.38,6.98,21.03,76.8,142.11,new alluvial,brinjal
95.04,31.96,40.01,6.45,24.98,68.36,140.91,new alluvial,brinjal
82.11,36.1,34.21,5.94,24.43,56.45,107.17,new alluvial,brinjal
107.06,32.53,34.86,6.73,24.76,67.91,122.88,sandy loam,brinjal
107.73,22.04,56.01,6.57,22.98,73.52,138.1,new alluvial,brinjal
106.22,38.83,67.86,6.48,25.19,61.78,175.98,sandy loam,brinjal
102.64,32.77,62.24,6.23,21.46,64.56,144.96,sandy loam,brinjal
73.16,25.98,64.66,6.11,23.79,73.86,141.21,new alluvial,brinjal
102.95,28.62,48.59,6.44,22.76,65.63,184.06,new alluvial,brinjal
86.12,29.62,77.41,6.54,23.26,66.79,145.59,new alluvial,brinjal
108.33,31.83,55.03,6.31,25.49,68.76,138.2,sandy loam,brinjal
101.03,27.44,56.42,6.44,22.61,58.05,147.34,new alluvial,brinjal
94.88,30.9,65.49,6.76,19.34,68.47,147.39,new alluvial,brinjal
106.27,22.24,44.27,6.11,22.82,61.7,158.15,new alluvial,brinjal
105.25,28.44,46.17,6.46,23.73,64.85,166.52,sandy loam,brinjal
95.66,28.76,72.29,6.37,22.09,67.98,164.0,sandy loam,brinjal
100.54,27.17,37.91,6.09,19.56,61.7,137.96,sandy loam,brinjal
92.5,26.21,50.52,6.87,21.89,68.05,139.72,sandy loam,brinjal
107.54,23.99,42.39,5.76,22.5,67.49,159.81,sandy loam,brinjal
90.23,31.94,55.47,7.01,22.45,65.37,175.64,new alluvial,brinjal
100.59,24.35,52.73,6.51,24.48,59.43,135.74,new alluvial,brinjal
110.3,30.49,58.96,6.31,24.2,65.44,151.45,new alluvial,brinjal
100.97,32.03,52.28,6.77,22.61,55.82,142.89,sandy loam,brinjal
105.05,31.92,48.63,6.3,23.51,68.31,163.51,new alluvial,brinjal
117.51,35.55,72.05,6.24,23.64,66.94,176.35,new alluvial,brinjal
92.33,28.89,50.2,6.23,26.07,48.72,127.47,new alluvial,brinjal
86.32,32.96,50.23,6.9,26.2,61.78,139.72,new alluvial,brinjal
106.28,26.81,54.14,6.44,22.93,69.17,154.7,new alluvial,brinjal
110.36,25.74,53.7,6.45,22.02,66.91,151.65,new alluvial,brinjal
98.03,32.65,51.62,6.12,20.3,59.12,150.79,sandy loam,brinjal
91.61,32.31,84.05,6.62,25.57,66.27,178.19,new alluvial,brinjal
111.35,35.12,45.31,6.19,22.38,65.93,148.03,new alluvial,brinjal
92.34,27.66,50.51,6.32,21.46,62.62,177.43,sandy loam,brinjal
88.67,31.16,74.75,6.09,22.46,79.52,134.27,sandy loam,brinjal
114.79,32.75,59.56,6.13,23.19,71.01,178.3,new alluvial,brinjal
109.32,29.07,63.5,6.38,21.48,66.94,170.25,new alluvial,brinjal
88.59,32.61,46.34,6.21,22.44,60.61,111.42,new alluvial,brinjal
92.99,26.66,64.52,6.17,21.47,61.2,155.04,new alluvial,brinjal
98.1,35.34,63.36,6.34,21.34,65.35,168.7,sandy loam,brinjal
130.28,36.4,20.86,6.06,19.93,77.94,100.92,alluvial,brinjal
118.04,31.16,58.19,6.16,22.52,62.38,164.49,new alluvial,brinjal
92.21,27.44,53.63,6.53,22.85,58.96,144.14,new alluvial,brinjal
105.25,37.92,47.62,6.33,24.9,66.48,141.85,new alluvial,brinjal
92.48,36.01,67.6,6.31,23.66,63.93,143.72,sandy loam,brinjal
103.41,26.65,68.57,6.02,23.0,63.94,155.33,sandy loam,brinjal
86.66,29.49,60.15,6.61,23.64,62.17,94.09,new alluvial,brinjal
106.35,22.67,63.28,5.77,22.63,60.52,146.87,new alluvial,brinjal
96.06,29.52,58.01,6.6,22.31,65.42,161.83,new alluvial,brinjal
98.82,16.34,58.72,6.19,21.82,64.32,142.71,sandy loam,brinjal
80.52,26.04,45.34,6.64,25.66,62.3,135.71,sandy loam,brinjal
97.68,24.06,62.17,6.05,22.77,66.94,182.73,new alluvial,brinjal
94.22,32.58,78.43,6.05,21.53,66.35,136.02,new alluvial,brinjal
85.26,12.85,50.2,6.43,29.25,85.19,122.01,new alluvial,brinjal
100.14,30.3,64.98,6.28,22.9,59.03,140.94,sandy loam,brinjal
92.57,27.39,63.47,6.63,21.35,66.93,172.97,new alluvial,brinjal
93.2,29.82,64.05,6.52,22.15,62.33,130.71,new alluvial,brinjal
80.6,27.3,53.33,6.99,24.1,61.32,135.74,sandy loam,brinjal
103.98,34.71,67.26,6.03,21.39,62.94,171.4,sandy loam,brinjal
87.34,37.02,64.59,6.3,24.35,64.52,182.04,new alluvial,brinjal
100.17,30.32,74.46,6.19,21.89,58.87,149.82,new alluvial,brinjal
115.77,29.6,54.77,6.28,22.04,69.36,127.91,new alluvial,brinjal
96.4,33.14,50.89,6.61,25.26,67.59,157.85,new alluvial,brinjal
93.13,34.58,56.56,5.94,23.02,59.65,131.02,new alluvial,brinjal
95.07,28.2,61.69,6.2,21.46,70.92,159.45,sandy loam,brinjal
112.92,29.31,47.51,6.04,22.46,61.45,151.01,new alluvial,brinjal
111.61,31.85,40.89,6.13,21.49,70.72,166.74,new alluvial,brinjal
97.89,26.03,68.24,6.03,23.12,59.39,154.14,new alluvial,brinjal
108.01,31.45,51.39,6.09,24.07,68.25,136.69,new alluvial,brinjal
94.45,32.73,52.6,6.17,25.17,59.55,133.47,sandy loam,brinjal
107.77,34.32,62.51,6.42,23.29,71.78,153.82,sandy loam,brinjal
112.09,31.15,41.66,7.27,27.05,68.68,170.28,sandy loam,brinjal
98.33,40.59,40.85,5.93,20.08,64.12,151.51,sandy loam,brinjal
96.65,36.68,64.34,6.47,22.83,64.32,135.02,new alluvial,brinjal
104.51,35.13,69.29,6.55,23.9,66.18,134.62,new alluvial,brinjal
117.52,37.44,48.05,6.82,21.75,60.84,113.38,new alluvial,brinjal
94.99,37.78,55.3,5.9,22.32,68.44,138.2,new alluvial,brinjal
111.41,30.51,57.53,6.44,22.43,68.37,177.08,new alluvial,brinjal
103.54,27.5,60.93,6.75,22.58,65.35,134.3,new alluvial,brinjal
78.09,30.01,46.2,6.53,23.68,64.23,128.85,new alluvial,brinjal
111.32,36.37,62.5,6.23,19.5,71.72,150.91,new alluvial,brinjal
104.1,20.38,62.52,6.13,23.39,74.89,158.48,new alluvial,brinjal
90.52,36.14,51.13,6.17,24.97,58.69,116.37,new alluvial,brinjal
110.21,16.42,72.55,6.34,27.26,68.52,105.96,sandy loam,brinjal
101.88,29.16,62.24,6.14,21.54,63.75,167.38,sandy loam,brinjal
95.09,33.27,74.46,6.13,24.91,71.17,171.61,new alluvial,brinjal
101.5,29.05,60.17,6.17,24.14,68.69,162.33,sandy loam,brinjal
100.42,30.71,43.72,6.0,22.63,75.15,137.44,sandy loam,brinjal
82.32,33.68,47.82,6.34,25.14,74.51,116.7,new alluvial,brinjal
93.52,31.21,52.13,6.39,23.1,69.54,139.4,sandy loam,brinjal
103.87,32.51,43.59,5.95,23.05,67.91,165.31,new alluvial,brinjal
93.55,30.33,52.43,6.51,23.13,66.61,136.68,sandy loam,brinjal
92.99,27.32,48.93,6.49,23.55,67.43,115.36,new alluvial,brinjal
108.92,26.96,64.88,7.16,22.21,69.71,150.99,new alluvial,brinjal
108.7,26.27,54.32,6.35,25.84,58.85,129.02,sandy loam,brinjal
78.54,35.27,55.95,6.14,23.76,68.37,135.05,new alluvial,brinjal
93.16,30.84,67.53,6.15,21.57,63.28,147.31,new alluvial,brinjal
117.58,33.77,42.66,6.08,23.78,68.81,166.05,new alluvial,brinjal
109.17,46.81,49.77,6.98,24.22,54.25,113.5,sandy loam,brinjal
102.57,42.76,53.68,6.49,25.35,61.88,154.51,new alluvial,brinjal
103.95,32.29,64.74,6.69,23.94,67.4,170.07,new alluvial,brinjal
83.25,30.08,44.97,6.91,23.03,70.44,182.05,alluvial,brinjal
106.05,29.21,46.9,5.88,23.02,63.77,160.69,new alluvial,brinjal
71.93,31.69,48.26,6.55,21.34,63.37,190.49,new alluvial,brinjal
101.39,32.61,54.3,6.6,22.79,69.81,159.71,sandy loam,brinjal
96.61,26.62,65.0,6.53,22.93,72.57,146.47,new alluvial,brinjal
111.69,27.32,52.96,6.26,20.02,64.79,160.14,new alluvial,brinjal
98.26,29.53,61.0,5.78,18.94,69.7,145.69,new alluvial,brinjal
88.13,30.27,70.69,6.85,24.11,65.02,136.49,sandy loam,brinjal
111.74,29.48,56.19,6.3,20.76,69.19,158.51,new alluvial,brinjal
89.35,32.61,63.84,6.41,23.47,70.01,145.54,new alluvial,brinjal
90.5,22.48,59.58,6.53,24.26,64.62,146.93,sandy loam,brinjal
92.38,29.17,55.03,6.91,23.18,66.41,157.51,new alluvial,brinjal
111.4,36.78,59.25,6.7,25.99,62.14,138.81,new alluvial,brinjal
109.04,30.35,50.0,7.0,23.3,64.7,149.21,sandy loam,brinjal
101.05,21.92,54.67,6.02,22.79,55.91,156.95,new alluvial,brinjal
94.9,31.06,55.23,6.5,24.46,55.4,166.07,new alluvial,brinjal
104.94,30.42,61.23,6.18,24.34,65.22,188.9,new alluvial,brinjal
93.71,33.74,62.97,7.01,22.53,66.32,133.83,new alluvial,brinjal
96.48,30.31,50.75,5.87,24.36,64.86,139.92,new alluvial,brinjal
102.98,37.69,54.99,6.79,23.33,67.33,155.93,new alluvial,brinjal
120.18,29.53,58.12,6.31,24.28,66.39,148.44,sandy loam,brinjal
111.71,28.05,63.6,6.06,24.0,63.7,124.2,new alluvial,brinjal
111.04,23.84,54.43,6.05,25.1,63.57,150.85,new alluvial,brinjal
107.46,26.61,65.01,6.55,25.94,74.01,119.85,new alluvial,brinjal
101.88,26.92,58.02,6.57,22.49,64.83,148.18,sandy loam,brinjal
102.05,29.93,37.07,6.65,25.12,69.65,157.84,new alluvial,brinjal
87.83,29.92,60.99,6.18,23.46,60.67,149.81,new alluvial,brinjal
101.65,30.1,65.87,6.52,22.12,68.47,169.05,new alluvial,brinjal
97.83,31.82,34.67,6.26,22.29,66.25,144.44,new alluvial,brinjal
102.76,32.92,52.92,6.4,24.39,60.66,137.97,new alluvial,brinjal
96.55,39.7,53.0,6.57,24.48,72.42,138.78,sandy loam,brinjal
100.51,29.88,62.77,6.42,22.21,59.57,158.52,new alluvial,brinjal
99.37,31.54,45.71,6.59,21.32,56.66,152.81,new alluvial,brinjal
94.16,36.64,64.93,6.44,23.38,69.59,143.5,sandy loam,brinjal
86.22,25.77,48.45,6.63,23.34,65.89,156.86,sandy loam,brinjal
103.66,26.46,36.23,6.88,22.97,68.5,154.03,sandy loam,brinjal
92.68,33.67,46.38,6.17,22.98,59.05,174.19,new alluvial,brinjal
102.65,24.28,48.86,6.51,25.45,64.56,149.99,new alluvial,brinjal
92.93,41.12,58.28,5.97,22.95,65.95,115.01,new alluvial,brinjal
113.9,29.5,53.92,6.61,24.48,68.44,166.11,new alluvial,brinjal
104.68,31.34,61.15,6.52,20.06,63.8,140.45,new alluvial,brinjal
88.96,32.02,66.9,6.44,22.6,56.36,151.59,sandy loam,brinjal
94.04,34.98,71.56,6.45,23.79,72.52,142.9,new alluvial,brinjal
98.49,34.24,42.21,6.2,22.92,58.71,163.45,new alluvial,brinjal
89.1,36.44,44.19,6.15,22.48,65.03,164.01,sandy loam,brinjal
87.01,27.52,37.79,6.76,23.83,60.17,174.92,new alluvial,brinjal
99.39,29.54,59.21,6.55,23.5,68.63,129.54,new alluvial,brinjal
95.94,26.53,50.85,6.59,22.06,70.91,132.22,new alluvial,brinjal
99.38,34.65,41.54,6.58,25.42,64.3,129.78,new alluvial,brinjal
97.52,35.11,44.77,6.55,25.49,67.56,107.5,new alluvial,brinjal
116.42,29.18,50.24,6.26,23.56,65.55,174.77,new alluvial,brinjal
79.93,24.46,54.11,6.79,23.65,72.03,149.5,new alluvial,brinjal
115.18,22.68,58.57,6.14,24.93,62.44,131.66,new alluvial,brinjal
101.49,35.39,45.83,6.28,23.46,65.46,154.83,new alluvial,brinjal
77.16,27.98,46.11,6.33,23.89,57.27,145.01,new alluvial,brinjal
92.62,25.65,65.92,6.08,24.14,67.09,154.37,new alluvial,brinjal
96.85,27.31,44.14,6.09,21.24,61.87,189.29,new alluvial,brinjal
92.75,30.36,72.6,6.75,23.54,62.73,148.58,sandy loam,brinjal
92.93,28.74,57.13,6.22,25.71,66.48,125.42,new alluvial,brinjal
72.6,27.72,47.46,6.79,26.27,61.87,138.55,new alluvial,brinjal
87.8,37.44,52.31,6.1,24.78,58.65,166.3,sandy loam,brinjal
108.98,26.73,68.3,6.55,23.66,70.62,153.74,sandy loam,brinjal
122.46,26.0,65.42,6.54,23.28,71.52,169.32,new alluvial,brinjal
109.32,35.72,58.65,6.45,20.98,65.17,159.11,new alluvial,brinjal
92.57,34.65,44.14,6.37,23.65,64.83,176.07,new alluvial,brinjal
92.79,40.02,63.83,6.59,20.96,70.25,146.7,new alluvial,brinjal
86.18,25.47,64.32,6.33,20.64,65.81,157.95,new alluvial,brinjal
92.42,35.45,73.56,6.31,27.2,55.82,132.12,new alluvial,brinjal
98.76,25.31,57.12,6.05,23.7,64.32,171.35,new alluvial,brinjal
97.89,40.19,46.71,6.42,25.92,61.56,126.44,new alluvial,brinjal
102.81,29.7,60.23,6.33,22.4,64.15,149.81,new alluvial,brinjal
102.48,32.65,50.13,6.16,24.43,66.37,178.82,new alluvial,brinjal
108.0,19.84,76.22,6.28,24.92,70.42,151.52,new alluvial,brinjal
93.81,31.93,73.06,6.68,23.09,68.99,162.26,sandy loam,brinjal
114.55,27.65,53.35,6.33,23.05,58.33,138.92,new alluvial,brinjal
91.68,32.53,56.38,6.2,20.77,69.05,139.7,new alluvial,brinjal
90.78,26.89,40.61,6.23,23.81,69.84,137.66,sandy loam,brinjal
96.51,33.87,50.14,6.25,24.6,68.05,140.43,sandy loam,brinjal
90.23,25.42,46.29,6.62,23.36,60.62,127.93,sandy loam,brinjal
92.34,28.91,56.54,6.59,22.2,59.86,166.65,new alluvial,brinjal
79.41,36.45,56.0,6.67,23.1,56.27,174.56,sandy loam,brinjal
94.92,31.41,62.87,6.4,22.8,56.35,124.23,sandy loam,brinjal
92.85,32.06,43.09,6.38,24.61,61.32,136.41,new alluvial,brinjal
106.47,25.69,54.07,6.64,26.04,63.74,158.62,new alluvial,brinjal
110.19,30.74,53.98,6.17,24.5,66.83,166.44,new alluvial,brinjal
89.34,29.79,71.13,6.73,23.31,65.9,153.39,sandy loam,brinjal
91.41,21.91,78.77,6.43,24.62,54.13,189.18,sandy loam,brinjal
104.21,29.3,67.49,6.1,23.87,60.73,164.6,sandy loam,brinjal
88.81,25.06,54.2,6.09,25.27,64.72,133.56,new alluvial,brinjal
99.52,31.81,69.77,6.49,23.18,64.17,143.3,sandy loam,brinjal
98.5,17.13,100.46,5.67,25.61,51.74,127.09,sandy loam,brinjal
121.07,20.03,60.48,6.23,19.34,60.93,133.76,new alluvial,brinjal
81.16,27.97,44.65,6.42,23.36,65.14,128.7,new alluvial,brinjal
102.9,25.64,45.37,6.81,23.75,58.8,124.84,new alluvial,brinjal
113.49,32.82,54.2,6.6,21.7,60.6,178.16,sandy loam,brinjal
91.24,25.99,64.43,6.51,22.08,62.04,127.77,new alluvial,brinjal
114.57,24.14,55.4,6.01,20.87,67.62,152.61,new alluvial,brinjal
87.82,30.53,75.59,6.28,25.14,64.1,145.89,sandy loam,brinjal
118.39,37.94,53.64,6.32,23.59,66.28,170.38,new alluvial,brinjal
116.92,22.83,61.62,7.02,23.25,68.22,157.34,sandy loam,brinjal
94.91,34.42,53.44,6.16,21.79,67.89,156.91,new alluvial,brinjal
94.76,28.75,38.95,6.52,20.53,67.96,171.53,new alluvial,brinjal
100.27,27.6,59.75,6.04,22.66,74.03,129.76,sandy loam,brinjal
96.92,32.43,76.28,6.45,24.13,70.67,152.32,sandy loam,brinjal
114.68,38.15,64.87,6.66,23.9,56.73,139.54,sandy loam,brinjal
97.17,27.68,39.92,6.27,21.22,61.62,125.24,new alluvial,brinjal
105.16,24.84,33.38,6.46,23.0,74.3,120.39,new alluvial,brinjal
112.63,34.23,52.93,6.4,25.24,68.66,136.18,sandy loam,brinjal
102.17,23.02,72.09,6.52,25.45,59.35,148.43,sandy loam,brinjal
96.88,30.64,71.31,6.47,23.65,67.07,107.5,new alluvial,brinjal
109.3,30.1,58.18,6.4,23.44,58.77,175.78,new alluvial,brinjal
89.26,24.92,60.95,6.14,25.05,72.11,92.5,new alluvial,brinjal
92.27,31.37,32.46,6.44,23.33,64.39,121.26,sandy loam,brinjal
97.18,26.72,50.36,6.54,22.37,72.96,153.33,new alluvial,brinjal
89.1,27.88,55.93,6.33,21.94,65.44,92.32,new alluvial,brinjal
119.15,31.05,63.01,6.03,24.25,71.06,155.78,new alluvial,brinjal
116.12,29.83,72.92,6.33,22.84,65.9,148.21,new alluvial,brinjal
101.5,31.4,50.6,6.21,21.97,64.92,166.43,new alluvial,brinjal
106.73,38.55,62.7,6.19,23.49,69.67,147.67,sandy loam,brinjal
100.63,28.4,61.1,5.72,22.06,61.71,170.17,new alluvial,brinjal
93.64,31.17,67.79,6.38,20.93,70.4,129.99,new alluvial,brinjal
99.81,29.94,60.89,6.6,19.8,67.37,179.55,new alluvial,brinjal
117.99,25.34,66.57,6.39,21.13,65.5,155.56,new alluvial,brinjal
107.04,31.71,55.61,6.62,22.83,62.48,149.86,sandy loam,brinjal
90.5,25.22,48.16,6.38,24.7,64.03,131.92,new alluvial,brinjal
86.98,32.09,46.03,6.17,22.14,67.28,158.91,new alluvial,brinjal
91.07,37.36,65.08,6.16,23.79,65.76,168.93,sandy loam,brinjal
102.08,25.08,50.46,6.28,23.79,69.09,135.76,new alluvial,brinjal
97.44,35.62,60.51,6.01,21.79,65.41,186.42,new alluvial,brinjal
121.76,28.36,71.99,6.1,22.3,65.55,143.39,new alluvial,brinjal
93.82,28.02,56.48,5.87,24.02,59.48,131.38,new alluvial,brinjal
113.18,25.78,60.7,6.1,26.93,72.24,135.22,new alluvial,brinjal
92.65,27.68,59.13,6.54,24.15,62.95,185.73,new alluvial,brinjal
101.41,29.4,45.07,6.51,24.88,69.87,150.08,new alluvial,brinjal
115.66,19.62,64.68,6.37,22.77,67.01,157.07,new alluvial,brinjal
98.32,31.44,64.02,6.3,23.25,59.18,170.55,sandy loam,brinjal
91.58,27.63,52.72,5.81,22.09,67.33,161.35,new alluvial,brinjal
100.71,33.61,59.44,6.43,24.14,69.39,162.68,new alluvial,brinjal
104.02,25.3,64.78,6.71,22.08,61.32,182.97,new alluvial,brinjal
116.66,29.4,51.93,6.12,25.26,75.22,147.95,sandy loam,brinjal
91.8,30.35,57.78,6.6,24.77,64.36,175.71,sandy loam,brinjal
85.71,35.38,38.83,5.82,21.31,61.57,162.21,new alluvial,brinjal
115.63,21.2,48.95,6.05,22.76,71.35,128.85,new alluvial,brinjal
108.41,38.04,68.38,6.51,24.57,61.19,166.24,new alluvial,brinjal
101.26,23.39,54.7,6.04,20.52,65.14,168.67,new alluvial,brinjal
101.94,34.39,67.57,6.75,23.0,63.7,195.47,new alluvial,brinjal
89.01,27.16,71.35,6.38,22.49,63.97,115.67,new alluvial,brinjal
91.18,22.29,73.31,6.46,21.45,66.65,161.47,new alluvial,brinjal
98.41,15.7,55.09,5.69,26.17,69.52,133.9,sandy loam,brinjal
104.67,34.94,60.02,6.59,23.63,56.3,146.87,sandy loam,brinjal
93.69,23.54,55.26,6.79,26.22,61.67,145.88,sandy loam,brinjal
87.3,30.64,63.33,6.06,23.66,58.33,171.93,new alluvial,brinjal
80.09,31.05,48.61,5.76,24.28,62.55,138.44,new alluvial,brinjal
94.0,35.41,66.26,6.52,22.43,73.3,140.12,new alluvial,brinjal
102.65,24.24,46.53,6.66,23.21,67.46,160.41,new alluvial,brinjal
91.02,33.23,72.42,6.51,25.09,67.19,140.15,new alluvial,brinjal
99.11,31.49,56.74,6.73,22.16,71.55,130.87,new alluvial,brinjal
97.83,31.94,46.17,6.28,21.16,67.11,162.65,sandy loam,brinjal
99.29,31.93,60.69,6.3,23.13,65.2,164.38,sandy loam,brinjal
96.45,28.47,45.45,6.28,23.31,64.86,162.69,new alluvial,brinjal
106.47,24.61,49.3,6.26,21.39,65.78,135.64,sandy loam,brinjal
96.8,34.0,40.41,6.46,19.42,70.13,163.69,sandy loam,brinjal
107.97,19.62,53.78,6.26,21.53,65.39,168.49,new alluvial,brinjal
114.36,27.68,58.87,5.99,23.35,67.06,174.38,new alluvial,brinjal
113.76,34.99,56.18,6.99,23.09,63.09,153.25,sandy loam,brinjal
106.41,33.81,39.62,6.45,22.39,67.27,144.66,new alluvial,brinjal
113.31,25.44,51.47,6.08,22.36,65.15,161.56,sandy loam,brinjal
120.41,41.27,66.11,7.01,22.89,69.34,147.91,sandy loam,brinjal
104.28,23.61,74.57,6.13,24.06,57.19,113.54,new alluvial,brinjal
94.43,26.73,63.6,5.77,22.5,64.19,130.36,new alluvial,brinjal
101.03,38.21,50.58,6.14,24.62,59.42,150.97,new alluvial,brinjal
101.28,33.58,67.22,6.34,23.98,62.63,145.4,new alluvial,brinjal
96.72,34.49,53.98,6.34,22.65,69.36,171.77,new alluvial,brinjal
150.25,15.88,46.25,5.67,19.28,67.12,145.02,new alluvial,brinjal
97.77,29.27,50.55,6.69,21.13,70.51,184.6,sandy loam,brinjal
107.25,23.11,46.9,6.77,21.73,58.91,119.31,new alluvial,brinjal
103.4,25.05,55.01,6.57,24.13,66.49,156.41,new alluvial,brinjal
95.35,24.77,61.91,5.99,21.75,66.62,157.09,new alluvial,brinjal
94.31,31.34,46.96,6.14,23.77,68.35,135.87,new alluvial,brinjal
92.1,25.11,57.28,6.52,25.46,63.14,140.76,new alluvial,brinjal
85.48,28.14,78.56,5.88,24.19,62.01,169.46,new alluvial,brinjal
102.19,27.16,47.01,6.61,23.73,65.64,130.95,sandy loam,brinjal
109.98,29.99,62.95,6.94,22.21,70.72,130.06,new alluvial,brinjal
78.02,23.87,46.32,6.25,25.7,60.58,143.2,new alluvial,brinjal
98.07,34.63,61.18,6.43,23.79,71.5,152.5,new alluvial,brinjal
114.05,30.56,52.46,6.21,21.47,70.36,173.13,new alluvial,brinjal
93.28,28.74,74.69,6.12,24.01,62.26,149.56,new alluvial,brinjal
111.31,23.85,65.71,6.29,21.84,63.27,154.04,new alluvial,brinjal
93.83,22.28,62.67,6.9,24.21,66.64,158.9,sandy loam,brinjal
100.03,31.1,34.85,6.59,21.46,65.51,137.53,new alluvial,brinjal
100.05,28.95,69.57,5.98,23.54,65.16,141.06,new alluvial,brinjal
98.27,26.9,78.63,6.11,23.12,65.81,163.57,sandy loam,brinjal
89.35,28.27,42.42,6.56,26.18,68.25,111.6,sandy loam,brinjal
84.8,36.3,55.15,6.41,25.23,67.87,154.91,sandy loam,brinjal
94.52,29.3,45.83,6.03,21.78,74.63,136.65,new alluvial,brinjal
98.16,19.24,35.94,6.44,24.18,66.64,111.13,new alluvial,brinjal
